date,timestamp,value
04/23/2023 14:48:00,1682232522,150.9833333
04/23/2023 14:50:00,1682232642,151.0025167
04/23/2023 14:52:00,1682232762,150.95
04/23/2023 14:54:00,1682232882,150.9833333
04/23/2023 14:56:00,1682233002,150.9833333
04/23/2023 14:58:00,1682233122,150.9666667
04/23/2023 15:00:00,1682233242,150.980817
04/23/2023 15:02:00,1682233362,150.980817
04/23/2023 15:04:00,1682233482,150.9833333
04/23/2023 15:06:00,1682233602,150.9833333
04/23/2023 15:08:00,1682233722,151
04/23/2023 15:10:00,1682233842,150.9959163
04/23/2023 15:12:00,1682233962,148.5166667
04/23/2023 15:14:00,1682234082,150.9641506
04/23/2023 15:16:00,1682234202,150.9974834
04/23/2023 15:18:00,1682234322,151.0025167
04/23/2023 15:20:00,1682234442,148.5358089
04/23/2023 15:22:00,1682234562,151
04/23/2023 15:24:00,1682234682,151
04/23/2023 15:26:00,1682234802,150.9858498
04/23/2023 15:28:00,1682234922,151.0144879
04/23/2023 15:30:00,1682235042,150.9641506
04/23/2023 15:32:00,1682235162,151.3025217
04/23/2023 15:34:00,1682235282,153.0166667
04/23/2023 15:36:00,1682235402,152.9756845
04/23/2023 15:38:00,1682235522,153.9666667
04/23/2023 15:40:00,1682235642,153.9666667
04/23/2023 15:42:00,1682235762,154
04/23/2023 15:44:00,1682235882,155.3692562
04/23/2023 15:46:00,1682236002,156.9676366
04/23/2023 15:48:00,1682236122,158.0833333
04/23/2023 15:50:00,1682236242,158.9939329
04/23/2023 15:52:00,1682236362,160.0139998
04/23/2023 15:54:00,1682236482,160.4166667
04/23/2023 15:56:00,1682236602,161.7279424
04/23/2023 15:58:00,1682236722,161.9526992
04/23/2023 16:00:00,1682236842,162.019367
04/23/2023 16:02:00,1682236962,159.5166667
04/23/2023 16:04:00,1682237082,160.4473259
04/23/2023 16:06:00,1682237202,160.5148211
04/23/2023 16:08:00,1682237322,163.0333333
04/23/2023 16:10:00,1682237442,163.0027167
04/23/2023 16:12:00,1682237562,164.1
04/23/2023 16:14:00,1682237682,163.9833333
04/23/2023 16:16:00,1682237802,162.2333333
04/23/2023 16:18:00,1682237922,161.9833333
04/23/2023 16:20:00,1682238042,162
04/23/2023 16:22:00,1682238162,159.4
04/23/2023 16:24:00,1682238282,161.9806337
04/23/2023 16:26:00,1682238402,162.0166667
04/23/2023 16:28:00,1682238522,161.9693662
04/23/2023 16:30:00,1682238642,161.75
04/23/2023 16:32:00,1682238762,158
04/23/2023 16:34:00,1682238882,156.9833333
04/23/2023 16:36:00,1682239002,155.4511216
04/23/2023 16:38:00,1682239122,157.9982663
04/23/2023 16:40:00,1682239242,157.0552352
04/23/2023 16:42:00,1682239362,151.45
04/23/2023 16:44:00,1682239482,154.0603171
04/23/2023 16:46:00,1682239602,154.0192337
04/23/2023 16:48:00,1682239722,154.9807503
04/23/2023 16:50:00,1682239842,155.0166667
04/23/2023 16:52:00,1682239962,154.9666667
04/23/2023 16:54:00,1682240082,155.9666667
04/23/2023 16:56:00,1682240202,161.697305
04/23/2023 16:58:00,1682240322,162.9333333
04/23/2023 17:00:00,1682240442,162.9503716
04/23/2023 17:02:00,1682240562,162.9860498
04/23/2023 17:04:00,1682240682,164
04/23/2023 17:06:00,1682240802,164.0082004
04/23/2023 17:08:00,1682240922,163.9360656
04/23/2023 17:10:00,1682241042,163.9860664
04/23/2023 17:12:00,1682241162,163.9693995
04/23/2023 17:14:00,1682241282,164.0248679
04/23/2023 17:16:00,1682241402,163.7833333
04/23/2023 17:18:00,1682241522,161.4166667
04/23/2023 17:20:00,1682241642,164.4666667
04/23/2023 17:22:00,1682241762,164.9805837
04/23/2023 17:24:00,1682241882,165
04/23/2023 17:26:00,1682242002,165
04/23/2023 17:28:00,1682242122,164.9833333
