date,timestamp,value
04/23/2023 14:48:00,1682232522,12.58333333
04/23/2023 14:50:00,1682232642,12.58354306
04/23/2023 14:52:00,1682232762,12.58333333
04/23/2023 14:54:00,1682232882,12.58333333
04/23/2023 14:56:00,1682233002,12.58333333
04/23/2023 14:58:00,1682233122,12.56666667
04/23/2023 15:00:00,1682233242,12.56645723
04/23/2023 15:02:00,1682233362,12.56645723
04/23/2023 15:04:00,1682233482,12.58333333
04/23/2023 15:06:00,1682233602,12.56666667
04/23/2023 15:08:00,1682233722,12.58333333
04/23/2023 15:10:00,1682233842,12.58438203
04/23/2023 15:12:00,1682233962,12.55
04/23/2023 15:14:00,1682234082,12.58312361
04/23/2023 15:16:00,1682234202,12.61645639
04/23/2023 15:18:00,1682234322,12.56687611
04/23/2023 15:20:00,1682234442,12.56687611
04/23/2023 15:22:00,1682234562,12.56666667
04/23/2023 15:24:00,1682234682,15.46666667
04/23/2023 15:26:00,1682234802,21.40035667
04/23/2023 15:28:00,1682234922,19.72291226
04/23/2023 15:30:00,1682235042,22.39962667
04/23/2023 15:32:00,1682235162,27.43379056
04/23/2023 15:34:00,1682235282,30.15
04/23/2023 15:36:00,1682235402,31.18177424
04/23/2023 15:38:00,1682235522,28.91666667
04/23/2023 15:40:00,1682235642,29.55
04/23/2023 15:42:00,1682235762,30.16666667
04/23/2023 15:44:00,1682235882,28.71714529
04/23/2023 15:46:00,1682236002,29.19708029
04/23/2023 15:48:00,1682236122,27.21666667
04/23/2023 15:50:00,1682236242,27.50183346
04/23/2023 15:52:00,1682236362,28.0661989
04/23/2023 15:54:00,1682236482,27.98333333
04/23/2023 15:56:00,1682236602,30.94896837
04/23/2023 15:58:00,1682236722,29.26715445
04/23/2023 16:00:00,1682236842,29.53382556
04/23/2023 16:02:00,1682236962,30.38333333
04/23/2023 16:04:00,1682237082,28.46619223
04/23/2023 16:06:00,1682237202,29.52552432
04/23/2023 16:08:00,1682237322,27.6
04/23/2023 16:10:00,1682237442,26.50044167
04/23/2023 16:12:00,1682237562,27.8
04/23/2023 16:14:00,1682237682,28.83333333
04/23/2023 16:16:00,1682237802,30.83333333
04/23/2023 16:18:00,1682237922,28.93333333
04/23/2023 16:20:00,1682238042,25.26666667
04/23/2023 16:22:00,1682238162,25.76666667
04/23/2023 16:24:00,1682238282,26.43289279
04/23/2023 16:26:00,1682238402,28.31666667
04/23/2023 16:28:00,1682238522,26.41710695
04/23/2023 16:30:00,1682238642,26.91666667
04/23/2023 16:32:00,1682238762,26.3
04/23/2023 16:34:00,1682238882,24.23333333
04/23/2023 16:36:00,1682239002,25.13082025
04/23/2023 16:38:00,1682239122,23.98813096
04/23/2023 16:40:00,1682239242,24.03413447
04/23/2023 16:42:00,1682239362,23.58333333
04/23/2023 16:44:00,1682239482,23.42330327
04/23/2023 16:46:00,1682239602,25.15041917
04/23/2023 16:48:00,1682239722,23.63293945
04/23/2023 16:50:00,1682239842,24.16666667
04/23/2023 16:52:00,1682239962,23.78333333
04/23/2023 16:54:00,1682240082,24
04/23/2023 16:56:00,1682240202,25.03291612
04/23/2023 16:58:00,1682240322,23.5
04/23/2023 17:00:00,1682240442,22.01446522
04/23/2023 17:02:00,1682240562,20.98368306
04/23/2023 17:04:00,1682240682,21.05
04/23/2023 17:06:00,1682240802,20.38435255
04/23/2023 17:08:00,1682240922,19.86699778
04/23/2023 17:10:00,1682241042,20.06700112
04/23/2023 17:12:00,1682241162,16.78361306
