date,timestamp,value
04/23/2023 14:48:00,1682232522,1.2
04/23/2023 14:50:00,1682232642,1.20002
04/23/2023 14:52:00,1682232762,1.2
04/23/2023 14:54:00,1682232882,1.2
04/23/2023 14:56:00,1682233002,1.2
04/23/2023 14:58:00,1682233122,1.2
04/23/2023 15:00:00,1682233242,1.19998
04/23/2023 15:02:00,1682233362,1.19998
04/23/2023 15:04:00,1682233482,1.2
04/23/2023 15:06:00,1682233602,1.2
04/23/2023 15:08:00,1682233722,1.2
04/23/2023 15:10:00,1682233842,1.200100008
04/23/2023 15:12:00,1682233962,1.183333333
04/23/2023 15:14:00,1682234082,1.19998
04/23/2023 15:16:00,1682234202,1.19998
04/23/2023 15:18:00,1682234322,1.183353056
04/23/2023 15:20:00,1682234442,1.20002
04/23/2023 15:22:00,1682234562,1.2
04/23/2023 15:24:00,1682234682,4.1
04/23/2023 15:26:00,1682234802,10.06683445
04/23/2023 15:28:00,1682234922,8.352645004
04/23/2023 15:30:00,1682235042,11.03314945
04/23/2023 15:32:00,1682235162,16.11693528
04/23/2023 15:34:00,1682235282,18.6
04/23/2023 15:36:00,1682235402,19.63235172
04/23/2023 15:38:00,1682235522,17.35
04/23/2023 15:40:00,1682235642,18
04/23/2023 15:42:00,1682235762,18.56666667
04/23/2023 15:44:00,1682235882,17.06695112
04/23/2023 15:46:00,1682236002,17.56491018
04/23/2023 15:48:00,1682236122,15.4
04/23/2023 15:50:00,1682236242,15.56770451
04/23/2023 15:52:00,1682236362,16.08306528
04/23/2023 15:54:00,1682236482,16
04/23/2023 15:56:00,1682236602,18.89937002
04/23/2023 15:58:00,1682236722,17.11695195
04/23/2023 16:00:00,1682236842,17.40029
04/23/2023 16:02:00,1682236962,18.31666667
04/23/2023 16:04:00,1682237082,16.24972917
04/23/2023 16:06:00,1682237202,17.33853489
04/23/2023 16:08:00,1682237322,15.36666667
04/23/2023 16:10:00,1682237442,14.30023834
04/23/2023 16:12:00,1682237562,15.5
04/23/2023 16:14:00,1682237682,16.56666667
04/23/2023 16:16:00,1682237802,18.65
04/23/2023 16:18:00,1682237922,16.86666667
04/23/2023 16:20:00,1682238042,13.13333333
04/23/2023 16:22:00,1682238162,13.68333333
04/23/2023 16:24:00,1682238282,14.29976167
04/23/2023 16:26:00,1682238402,16.18333333
04/23/2023 16:28:00,1682238522,14.26690445
04/23/2023 16:30:00,1682238642,14.7
04/23/2023 16:32:00,1682238762,14.43333333
04/23/2023 16:34:00,1682238882,12.45
04/23/2023 16:36:00,1682239002,13.26534013
04/23/2023 16:38:00,1682239122,12.15243049
04/23/2023 16:40:00,1682239242,12.15040501
04/23/2023 16:42:00,1682239362,11.96666667
