timestamp,value
1682234202,0.0
1682234322,0.0
1682234442,0.0
1682234562,0.0
1682234682,0.0
1682234802,0.0
1682234922,0.0
1682235042,0.0
1682235162,0.004766746
1682235282,0.0
1682235402,0.0
1682235522,0.012283333
1682235642,0.0
1682235762,0.0
1682235882,0.014200237
1682236002,0.011682165
1682236122,0.007966667
1682236242,0.0
1682236362,0.011683139
1682236482,0.010466667
1682236602,0.012282924
1682236722,0.0
1682236842,0.0
1682236962,0.0
1682237082,0.0
1682237202,0.0
1682237322,0.0
1682237442,0.0
1682237562,0.0089
1682237682,0.0
1682237802,0.0
1682237922,0.0
1682238042,1.231383333
1682238162,0.0
1682238282,0.0
1682238402,0.0
1682238522,0.706995117
1682238642,0.0
1682238762,0.7259
1682238882,0.0
1682239002,0.01006566
1682239122,0.0
1682239242,0.0
1682239362,0.0
1682239482,0.014937566
1682239602,0.0
1682239722,0.0
1682239842,0.0
1682239962,0.0
1682240082,0.00475
1682240202,0.0
1682240322,0.008333333
1682240442,2.285888078
1682240562,0.0
1682240682,0.0
1682240802,0.0
1682240922,0.0
1682241042,0.0
1682241162,0.0
1682241282,0.0
1682241402,0.0
1682241522,0.0
1682241642,0.00965
1682241762,0.0
1682241882,0.0
1682242002,1.031233333
