timestamp,value
1682234202,39.56600723
1682234322,34.50057501
1682234442,59.43432391
1682234562,60.68333333
1682234682,48.71666667
1682234802,46.26743779
1682234922,50.49932479
1682235042,60.21566307
1682235162,75.18458641
1682235282,48.06666667
1682235402,64.09679516
1682235522,57.2
1682235642,58.75
1682235762,46.66666667
1682235882,63.5177253
1682236002,62.21044562
1682236122,51.45
1682236242,57.7205147
1682236362,41.23264612
1682236482,55.43333333
1682236602,46.91510283
1682236722,50.4341739
1682236842,63.01771696
1682236962,64.5
1682237082,48.09919835
1682237202,53.23263646
1682237322,49.36666667
1682237442,59.73432891
1682237562,39.08333333
1682237682,46.25
1682237802,57.03333333
1682237922,43.76666667
1682238042,41.03333333
1682238162,43.1
1682238282,44.08259862
1682238402,52.18333333
1682238522,37.30062168
1682238642,56.33333333
1682238762,49.05
1682238882,47.56666667
1682239002,41.37919541
1682239122,36.90738148
1682239242,71.16903897
1682239362,44.53333333
1682239482,62.88448394
1682239602,44.85074751
1682239722,33.18278029
1682239842,64.53333333
1682239962,43.81666667
1682240082,49.0
1682240202,38.81601973
1682240322,60.51666667
1682240442,61.82715062
1682240562,50.50084168
1682240682,52.15
1682240802,59.66965015
1682240922,45.13408557
1682241042,54.45090752
1682241162,39.83399723
1682241282,42.36878511
1682241402,35.53333333
1682241522,52.63333333
1682241642,59.73333333
1682241762,54.44909252
1682241882,54.26666667
1682242002,43.83333333
