timestamp,value
1682234202,271487.8752
1682234322,271530.2088
1682234442,271530.5588
1682234562,271524.9833
1682234682,2039075.65
1682234802,4623456.724
1682234922,14491619.71
1682235042,5930385.044
1682235162,8894881.815
1682235282,10306147.27
1682235402,9841752.929
1682235522,7736745.383
1682235642,29143372.9
1682235762,1257820.733
1682235882,7756966.533
1682236002,40627620.62
1682236122,48680918.73
1682236242,24088485.22
1682236362,2139908.435
1682236482,31290956.37
1682236602,9442165.661
1682236722,28911175.84
1682236842,9542160.153
1682236962,1175118.8
1682237082,9080076.365
1682237202,45295772.0
1682237322,35303868.7
1682237442,30444067.38
1682237562,8005154.4
1682237682,21285.28333
1682237802,9066520.35
1682237922,22271692.2
1682238042,4556804.7
1682238162,31893366.82
1682238282,30677711.05
1682238402,19724087.17
1682238522,7048608.927
1682238642,8049381.75
1682238762,22643392.32
1682238882,6845633.717
1682239002,6290514.132
1682239122,6665026.555
1682239242,6663507.25
1682239362,23064423.48
1682239482,27298817.4
1682239602,6495784.98
1682239722,31464831.37
1682239842,6849340.7
1682239962,18118971.83
1682240082,6750087.017
1682240202,26591225.31
1682240322,6298428.5
1682240442,9265.690098
1682240562,4580022.384
1682240682,4534873.583
1682240802,4179127.206
1682240922,20965981.48
1682241042,4035352.673
1682241162,21804461.71
1682241282,1801733.52
1682241402,12866202.72
1682241522,2440048.817
1682241642,13923399.33
1682241762,1342143.348
1682241882,1330667.717
1682242002,587261.0833
