timestamp,value
1682234202,0.0
1682234322,0.0
1682234442,0.0
1682234562,0.0
1682234682,0.0
1682234802,0.0
1682234922,0.128357313
1682235042,0.0
1682235162,0.0
1682235282,0.0
1682235402,0.0
1682235522,0.0086
1682235642,0.071116667
1682235762,0.02805
1682235882,0.014050234
1682236002,0.01723161
1682236122,0.0572
1682236242,0.160277352
1682236362,0.027949534
1682236482,0.026466667
1682236602,0.0
1682236722,0.106151769
1682236842,0.0
1682236962,0.065716667
1682237082,0.0
1682237202,0.01818879
1682237322,0.0241
1682237442,0.063667728
1682237562,0.0
1682237682,0.050833333
1682237802,0.0
1682237922,0.109466667
1682238042,0.049616667
1682238162,0.04575
1682238282,0.053315778
1682238402,0.018183333
1682238522,0.00960016
1682238642,0.0
1682238762,0.042766667
1682238882,0.0
1682239002,0.0
1682239122,0.0
1682239242,0.0
1682239362,0.0381
1682239482,0.030975443
1682239602,0.0
1682239722,0.070448826
1682239842,0.0
1682239962,0.024016667
1682240082,0.0
1682240202,0.009999833
1682240322,0.0
1682240442,0.080125321
1682240562,0.0
1682240682,0.0
1682240802,0.0
1682240922,0.009416824
1682241042,0.0
1682241162,0.035517259
1682241282,0.0
1682241402,0.138366667
1682241522,0.0
1682241642,0.120116667
1682241762,0.0
1682241882,0.0
1682242002,0.010583333
