timestamp,value
1682234202,604521.108
1682234322,514653.1442
1682234442,598484.6414
1682234562,560112.3667
1682234682,3155116.367
1682234802,6958841.047
1682234922,6981101.065
1682235042,9045164.564
1682235162,13238091.85
1682235282,15325344.77
1682235402,14717753.73
1682235522,14285007.23
1682235642,15062968.48
1682235762,15413149.27
1682235882,14575011.1
1682236002,13058398.44
1682236122,13207268.38
1682236242,13239786.44
1682236362,13707471.41
1682236482,13740122.9
1682236602,14283980.63
1682236722,14233415.86
1682236842,14460628.78
1682236962,15300260.0
1682237082,13783520.51
1682237202,13111704.33
1682237322,13038786.9
1682237442,12129325.69
1682237562,12383404.82
1682237682,13747055.72
1682237802,22160939.92
1682237922,13976786.37
1682238042,11017047.12
1682238162,11369485.4
1682238282,12157299.58
1682238402,12146371.53
1682238522,12129585.74
1682238642,14742051.48
1682238762,17362856.05
1682238882,10734327.23
1682239002,10121269.84
1682239122,10595890.41
1682239242,30666227.92
1682239362,50365895.27
1682239482,50395857.74
1682239602,50208303.67
1682239722,51490350.59
1682239842,51128785.23
1682239962,51424086.15
1682240082,50745979.02
1682240202,9883340.561
1682240322,10091129.37
1682240442,8537726.711
1682240562,7279611.01
1682240682,7329037.083
1682240802,6820367.618
1682240922,6289895.365
1682241042,6520310.305
1682241162,3528865.448
1682241282,3274132.357
1682241402,3403270.75
1682241522,4161772.85
1682241642,4860041.85
1682241762,2464860.019
1682241882,2478673.767
1682242002,2148362.3
