timestamp,value
1682234202,19.98300028
1682234322,17.81696362
1682234442,25.36708945
1682234562,26.53333333
1682234682,24.45
1682234802,25.10041834
1682234922,21.99029693
1682235042,26.93288445
1682235162,33.6338939
1682235282,20.33333333
1682235402,30.03183174
1682235522,22.48333333
1682235642,23.96666667
1682235762,24.25
1682235882,25.51709195
1682236002,29.49705029
1682236122,26.51666667
1682236242,23.68491233
1682236362,24.21626306
1682236482,26.95
1682236602,23.28255725
1682236722,23.61706028
1682236842,27.50045834
1682236962,27.73333333
1682237082,23.51627473
1682237202,27.37487913
1682237322,24.8
1682237442,29.08381806
1682237562,21.26666667
1682237682,23.68333333
1682237802,23.05
1682237922,20.33333333
1682238042,17.98333333
1682238162,24.76666667
1682238282,23.73293778
1682238402,25.38333333
1682238522,18.50030834
1682238642,24.23333333
1682238762,26.01666667
1682238882,19.65
1682239002,24.53088025
1682239122,20.23738081
1682239242,33.28444281
1682239362,24.95
1682239482,29.64173182
1682239602,21.86703112
1682239722,16.96638389
1682239842,29.0
1682239962,23.85
1682240082,23.35
1682240202,22.2162964
1682240322,25.15
1682240442,23.69763024
1682240562,30.51717529
1682240682,22.73333333
1682240802,33.26833008
1682240922,24.85041417
1682241042,17.60029334
1682241162,19.10031834
1682241282,18.33425005
1682241402,18.1
1682241522,25.11666667
1682241642,25.51666667
1682241762,23.23294612
1682241882,30.53333333
1682242002,23.3
