timestamp,value
1682234202,6.549890835
1682234322,6.600110002
1682234442,6.483441391
1682234562,6.666666667
1682234682,6.533333333
1682234802,6.583443057
1682234922,6.602090662
1682235042,6.499891668
1682235162,6.916781946
1682235282,6.566666667
1682235402,6.61633585
1682235522,6.7
1682235642,6.6
1682235762,6.8
1682235882,7.000116669
1682236002,6.849315068
1682236122,7.183333333
1682236242,6.767117808
1682236362,6.849885835
1682236482,7.166666667
1682236602,7.249758341
1682236722,7.183453058
1682236842,6.866781113
1682236962,7.083333333
1682237082,6.916551391
1682237202,6.952085626
1682237322,7.033333333
1682237442,6.900115002
1682237562,7.0
1682237682,6.966666667
1682237802,22.91666667
1682237922,6.983333333
1682238042,6.883333333
1682238162,6.95
1682238282,6.899885002
1682238402,6.933333333
1682238522,6.983449724
1682238642,13.21666667
1682238762,14.31666667
1682238882,6.7
1682239002,6.799320068
1682239122,6.818030273
1682239242,47.51825061
1682239362,83.1
1682239482,82.97350916
1682239602,82.80138002
1682239722,84.84858586
1682239842,83.78333333
1682239962,84.5
1682240082,83.8
1682240202,87.66520558
1682240322,85.41666667
1682240442,11.38219511
1682240562,7.066784446
1682240682,6.933333333
1682240802,7.117022518
1682240922,7.050117502
1682241042,6.933448891
1682241162,6.983449724
1682241282,6.917012517
1682241402,7.1
1682241522,7.033333333
1682241642,7.3
1682241762,7.166547224
1682241882,6.966666667
1682242002,7.266666667
