timestamp,value
1682234202,257.779037
1682234322,257.8042967
1682234442,257.8042967
1682234562,257.8
1682234682,3124.483333
1682234802,7285.354756
1682234922,20458.59522
1682235042,10074.14876
1682235162,14866.76445
1682235282,17366.43333
1682235402,16721.74725
1682235522,13615.51667
1682235642,42560.23333
1682235762,2891.833333
1682235882,13446.30744
1682236002,62.54374563
1682236122,85093.88333
1682236242,40210.78072
1682236362,1688.655189
1682236482,51821.38333
1682236602,15883.12056
1682236722,43845.41409
1682236842,16128.66881
1682236962,2591.75
1682237082,14973.90043
1682237202,76942.58277
1682237322,51937.65
1682237442,45578.55964
1682237562,13871.85
1682237682,954.2833333
1682237802,15641.75
1682237922,39893.45
1682238042,7898.05
1682238162,57920.51667
1682238282,51901.63497
1682238402,35393.61667
1682238522,11610.89351
1682238642,13614.03333
1682238762,36334.85
1682238882,11310.08333
1682239002,10438.97277
1682239122,11058.64506
1682239242,11086.65289
1682239362,35119.0
1682239482,42527.16603
1682239602,10750.1625
1682239722,48311.86147
1682239842,11340.41667
1682239962,31565.5
1682240082,11254.33333
1682240202,46437.00938
1682240322,10464.43333
1682240442,316.5183482
1682240562,7716.828614
1682240682,7693.433333
1682240802,7016.834175
1682240922,33331.95553
1682241042,6793.113219
1682241162,33980.04967
1682241282,3178.775605
1682241402,16263.86667
1682241522,4214.45
1682241642,19178.73333
1682241762,2508.841519
1682241882,2482.45
1682242002,918.0833333
