timestamp,value
1682234202,150.9974834
1682234322,151.0025167
1682234442,148.5358089
1682234562,151.0
1682234682,151.0
1682234802,150.9858498
1682234922,151.0144879
1682235042,150.9641506
1682235162,151.3025217
1682235282,153.0166667
1682235402,152.9756845
1682235522,153.9666667
1682235642,153.9666667
1682235762,154.0
1682235882,155.3692562
1682236002,156.9676366
1682236122,158.0833333
1682236242,158.9939329
1682236362,160.0139998
1682236482,160.4166667
1682236602,161.7279424
1682236722,161.9526992
1682236842,162.019367
1682236962,159.5166667
1682237082,160.4473259
1682237202,160.5148211
1682237322,163.0333333
1682237442,163.0027167
1682237562,164.1
1682237682,163.9833333
1682237802,162.2333333
1682237922,161.9833333
1682238042,162.0
1682238162,159.4
1682238282,161.9806337
1682238402,162.0166667
1682238522,161.9693662
1682238642,161.75
1682238762,158.0
1682238882,156.9833333
1682239002,155.4511216
1682239122,157.9982663
1682239242,157.0552352
1682239362,151.45
1682239482,154.0603171
1682239602,154.0192337
1682239722,154.9807503
1682239842,155.0166667
1682239962,154.9666667
1682240082,155.9666667
1682240202,161.697305
1682240322,162.9333333
1682240442,162.9503716
1682240562,162.9860498
1682240682,164.0
1682240802,164.0082004
1682240922,163.9360656
1682241042,163.9860664
1682241162,163.9693995
1682241282,164.0248679
1682241402,163.7833333
1682241522,161.4166667
1682241642,164.4666667
1682241762,164.9805837
1682241882,165.0
1682242002,165.0
