timestamp,value
1682234442,0.022650378
1682234562,0.021666667
1682234682,0.2352
1682234802,0.607243454
1682234922,0.611376936
1682235042,0.896051732
1682235162,1.256820947
1682235282,1.39995
1682235402,1.297701782
1682235522,1.525416667
1682235642,1.399133333
1682235762,1.348733333
1682235882,1.410556843
1682236002,1.307285938
1682236122,1.234333333
1682236242,1.349773318
1682236362,1.331044483
1682236482,1.33545
1682236602,1.410152995
1682236722,1.567159453
1682236842,1.469957833
1682236962,1.432016667
1682237082,1.295761737
1682237202,1.147560935
1682237322,1.2017
1682237442,1.127685461
1682237562,1.134683333
1682237682,1.236483333
1682237802,1.226733333
1682237922,1.1873
1682238042,1.1691
1682238162,1.144766667
1682238282,1.074348761
1682238402,1.038233333
1682238522,1.027500458
1682238642,1.083583333
1682238762,1.077966667
1682238882,0.92655
1682239002,1.070709596
1682239122,1.016036541
1682239242,1.05940198
1682239362,1.017916667
1682239482,1.136188587
1682239602,0.976199603
1682239722,1.017799703
1682239842,0.987666667
1682239962,0.941383333
1682240082,1.083166667
1682240202,1.042132631
1682240322,0.972733333
1682240442,0.761873813
1682240562,0.58697645
1682240682,0.583633333
1682240802,0.674650399
1682240922,0.60557676
1682241042,0.653927565
1682241162,0.251170853
1682241282,0.219627648
1682241402,0.270933333
1682241522,0.342983333
1682241642,0.39555
