timestamp,value
1682234202,257.779037
1682234322,257.8042967
1682234442,257.8042967
1682234562,257.8
1682234682,3124.483333
1682234802,7285.338089
1682234922,7353.578633
1682235042,10074.1321
1682235162,14866.81445
1682235282,17366.45
1682235402,16721.98057
1682235522,16187.06667
1682235642,16927.56667
1682235762,17325.08333
1682235882,15981.53303
1682236002,14494.3339
1682236122,14227.76667
1682236242,14450.23002
1682236362,14970.91715
1682236482,14807.48333
1682236602,15883.48722
1682236722,15921.98203
1682236842,16128.86881
1682236962,17041.58333
1682237082,14974.28376
1682237202,14429.61222
1682237322,14170.53333
1682237442,13135.03558
1682237562,13871.83333
1682237682,15412.5
1682237802,15641.95
1682237922,15724.65
1682238042,11947.63333
1682238162,12560.93333
1682238282,13218.1297
1682238402,13381.91667
1682238522,13194.25324
1682238642,13614.11667
1682238762,13257.01667
1682238882,11310.33333
1682239002,10438.68946
1682239122,11058.81176
1682239242,11086.91956
1682239362,10875.9
1682239482,10775.71979
1682239602,10749.97917
1682239722,11068.91552
1682239842,11340.41667
1682239962,11132.55
1682240082,11254.2
1682240202,10361.67731
1682240322,10463.76667
1682240442,8815.918408
1682240562,7716.678611
1682240682,7693.583333
1682240802,7016.834175
1682240922,6548.709145
1682241042,6793.113219
1682241162,3504.191737
1682241282,3178.575595
1682241402,3553.1
1682241522,4214.45
1682241642,5297.25
1682241762,2508.841519
1682241882,2482.383333
1682242002,2406.5
